time,tasmax,tasmin,rsds,ps,pr,sfcWind
2000-08-30 12:00:00,26.9682,21.33368,116.676926,98411.91,1.2386782e-06,1.5976447
2000-08-31 12:00:00,29.025024,19.76587,278.08633,98410.22,0.0,1.5789136
2000-09-01 12:00:00,29.815063,18.024902,284.87192,98395.61,0.0,1.1919054
2000-09-02 12:00:00,29.790741,19.720612,243.6241,98425.74,4.0801347e-05,1.0002105
2000-09-03 12:00:00,28.30307,20.47757,229.18019,98388.22,0.00014681953,0.914091
2000-09-04 12:00:00,25.827759,20.75705,92.96365,98154.59,0.00012798583,1.4159722
2000-09-05 12:00:00,22.762482,19.064972,70.90217,97946.195,0.00018501865,0.9375972
2000-09-06 12:00:00,24.091217,17.74414,276.32086,98195.484,1.7528702e-05,1.658595
2000-09-07 12:00:00,22.61731,17.98053,149.32033,98640.87,5.8129413e-06,1.706496
2000-09-08 12:00:00,21.182037,17.367126,58.867733,99110.8,0.00036802454,1.2857758
2000-09-09 12:00:00,26.23758,18.7182,237.64629,99256.78,2.2823342e-06,0.9219097
2000-09-10 12:00:00,28.619904,18.202515,275.36215,98918.57,0.0,0.53069085
2000-09-11 12:00:00,29.876648,16.927551,279.81927,98490.77,0.0,0.62601554
2000-09-12 12:00:00,30.820038,18.788391,277.72443,98084.6,0.0,1.2834939
2000-09-13 12:00:00,28.066559,13.246674,284.0493,98103.18,0.0,1.8401521
2000-09-14 12:00:00,26.573975,13.313843,280.78,98466.04,0.0,1.3727536
2000-09-15 12:00:00,27.318909,13.750305,276.6412,98762.055,0.0,1.5062976
2000-09-16 12:00:00,28.381042,17.366577,261.59778,98629.42,0.0,1.3103529
2000-09-17 12:00:00,28.896667,18.637604,246.14467,98440.984,1.386441e-07,1.4204891
2000-09-18 12:00:00,26.16742,20.852905,73.88406,98333.24,0.000105432984,1.7591002
2000-09-19 12:00:00,22.18454,19.57901,65.149445,98399.45,0.0004163094,0.87528896
2000-09-20 12:00:00,20.954803,19.032928,51.280598,98402.0,0.0009745821,0.92909455
2000-09-21 12:00:00,24.20932,19.470886,133.13371,98556.61,1.2846813e-06,1.3338048
2000-09-22 12:00:00,23.601898,20.552704,78.20704,98599.17,9.0498535e-05,1.8576907
2000-09-23 12:00:00,24.2883,20.456512,80.56154,98462.35,5.1885858e-05,1.3093069
2000-09-24 12:00:00,22.807495,19.651031,66.741234,98283.62,0.0006499463,1.567819
2000-09-25 12:00:00,21.043823,18.037018,36.22618,98377.445,0.0004673076,2.8236146
2000-09-26 12:00:00,21.272644,17.605408,71.84979,98394.39,0.0001758913,1.7561693
2000-09-27 12:00:00,24.047913,19.31128,105.69136,98413.83,0.00011595977,1.9203713
2000-09-28 12:00:00,23.65738,19.722015,123.58712,98317.16,7.744285e-06,1.3905219
2000-09-29 12:00:00,23.673859,18.997253,161.14296,98076.125,3.791021e-05,0.43744984
2000-09-30 12:00:00,22.325043,18.009796,113.38977,98286.12,1.4195376e-05,1.1413202
2000-10-01 12:00:00,23.258026,17.569672,233.22931,98761.5,5.2602168e-06,1.3966721
2000-10-02 12:00:00,22.454376,13.937927,237.66318,98961.17,0.0,1.7987539
2000-10-03 12:00:00,19.662811,16.513367,43.51416,98919.0,0.00020335724,1.0701479
2000-10-04 12:00:00,24.04776,14.371307,209.40074,98755.74,0.0,0.6400695
2000-10-05 12:00:00,20.671387,15.735779,170.64966,98832.51,0.0,2.1573281
2000-10-06 12:00:00,17.646698,12.724182,32.53226,98696.19,0.00022769411,2.3646803
2000-10-07 12:00:00,18.666046,14.150238,66.62915,98461.484,4.4816727e-05,1.6656488
2000-10-08 12:00:00,23.064728,17.517517,178.83826,98681.664,0.0,2.1613748
2000-10-09 12:00:00,23.643951,17.188202,196.46388,98991.305,0.0,2.135466
2000-10-10 12:00:00,23.50592,16.199615,208.1147,99136.0,0.0,1.9462247
2000-10-11 12:00:00,21.94577,15.265259,224.3976,98841.68,0.0,1.5536448
2000-10-12 12:00:00,19.329193,11.18335,115.7345,98627.95,6.254326e-06,1.4740071
2000-10-13 12:00:00,23.193848,13.854309,206.43486,98577.75,5.6418997e-08,1.340919
2000-10-14 12:00:00,23.453674,16.474915,150.59116,98414.56,4.2361357e-06,1.1225563
2000-10-15 12:00:00,23.904877,17.86847,137.77904,98401.22,1.0476359e-05,0.7738144
2000-10-16 12:00:00,21.573608,16.01056,168.56229,98460.016,3.7760576e-06,1.8874991
2000-10-17 12:00:00,15.8479,7.176941,222.51283,98916.77,0.0,2.1148582
2000-10-18 12:00:00,15.740906,5.2106934,216.54216,99104.914,0.0,0.85066277
2000-10-19 12:00:00,18.141724,6.32251,208.92476,99330.2,0.0,1.5381309
